conversation_id,slot0,slot1,slot2,Dialog_act_slot0,Dialog_act_slot1,Dialog_act_slot2
2155,Let's talk about politics.,I began to dislike talking politics with friends as early as Grade 7.,Did you go to school with very politically minded students?  7th graders nowadays seem so much more aware of the world.,statement-non-opinion,statement-opinionPositive,ynQuestion
2156,Let's talk about politics.,I began to dislike talking politics with friends as early as Grade 7.,7th grade can be rife with political turmoil.  Especially when it comes to student council elections!,statement-non-opinion,statement-opinionPositive,statement-opinionNegative
2156,Let's talk about politics.,I began to dislike talking politics with friends as early as Grade 7.,7th grade can be rife with political turmoil.  Especially when it comes to student council elections!,statement-non-opinion,statement-opinionPositive,statement-opinionNegative
2157,Let's talk about fashion.,A lot of the clothes and accessories we buy are made by children in sweatshops.,The children have to work long hours with little to no pay in horrible conditions.,statement-non-opinion,statement-non-opinion,statement-opinionNegative
2157,Let's talk about fashion.,A lot of the clothes and accessories we buy are made by children in sweatshops.,The children have to work long hours with little to no pay in horrible conditions.,statement-non-opinion,statement-non-opinion,statement-opinionNegative
2158,Let's talk about fashion.,A lot of the clothes and accessories we buy are made by children in sweatshops.,The children barely have enough to eat and I don't think they get to sleep but 3 hours a night.,statement-non-opinion,statement-non-opinion,statement-opinionNegative
2158,Let's talk about fashion.,A lot of the clothes and accessories we buy are made by children in sweatshops.,The children barely have enough to eat and I don't think they get to sleep but 3 hours a night.,statement-non-opinion,statement-non-opinion,statement-opinionNegative
2159,Let's talk about fashion.,A lot of the clothes and accessories we buy are made by children in sweatshops.,"I wonder if their parents know where their children are, or if the even care.",statement-non-opinion,statement-non-opinion,statement-non-opinion
2159,Let's talk about fashion.,A lot of the clothes and accessories we buy are made by children in sweatshops.,"I wonder if their parents know where their children are, or if the even care.",statement-non-opinion,statement-non-opinion,statement-non-opinion
2160,Let's talk about fashion.,A lot of the clothes and accessories we buy are made by children in sweatshops.,Perhaps we need to start a child labor union making sure they at least get a recess.,statement-non-opinion,statement-non-opinion,statement-non-opinion
2160,Let's talk about fashion.,A lot of the clothes and accessories we buy are made by children in sweatshops.,Perhaps we need to start a child labor union making sure they at least get a recess.,statement-non-opinion,statement-non-opinion,statement-non-opinion
2161,Let's talk about fashion.,Fashonista hipsters are just people in skinny jeans drinking Pabst beer.,Do you think that about all fashionista hipsters?  Male and female?,statement-non-opinion,statement-non-opinion,whQuestion
2161,Let's talk about fashion.,Fashonista hipsters are just people in skinny jeans drinking Pabst beer.,Do you think that about all fashionista hipsters?  Male and female?,statement-non-opinion,statement-non-opinion,whQuestion
2162,Let's talk about fashion.,Fashonista hipsters are just people in skinny jeans drinking Pabst beer.,Wow.  Sounds like you don't have a very high regard for people who are really into fashion.,statement-non-opinion,statement-non-opinion,statement-opinionPositive
2162,Let's talk about fashion.,Fashonista hipsters are just people in skinny jeans drinking Pabst beer.,Wow.  Sounds like you don't have a very high regard for people who are really into fashion.,statement-non-opinion,statement-non-opinion,statement-opinionPositive
2163,Let's talk about fashion.,Fashonista hipsters are just people in skinny jeans drinking Pabst beer.,So I'm not really into fashionista hipsters much either.  But what about that new kink of cargo shorts that Target is carrying?  Do you like those?,statement-non-opinion,statement-non-opinion,whQuestion
2163,Let's talk about fashion.,Fashonista hipsters are just people in skinny jeans drinking Pabst beer.,So I'm not really into fashionista hipsters much either.  But what about that new kink of cargo shorts that Target is carrying?  Do you like those?,statement-non-opinion,statement-non-opinion,whQuestion
2164,Let's talk about fashion.,Fashonista hipsters are just people in skinny jeans drinking Pabst beer.,What if the fashionista hipster was drinking Coors beer.  Would that make a difference?,statement-non-opinion,statement-non-opinion,whQuestion
2164,Let's talk about fashion.,Fashonista hipsters are just people in skinny jeans drinking Pabst beer.,What if the fashionista hipster was drinking Coors beer.  Would that make a difference?,statement-non-opinion,statement-non-opinion,whQuestion
2169,Let's talk about fashion.,"I loved to follow trends when I was a teenager.  I paid $150 for a super fashionable outfit, with flare leg jeans and a funky printed shirt; when I came home from college, my mom pulled an almost identical outfit out from her trunk of clothes she wore.","I love how fashion cycles repeat.  It seems as if every 20 or 30 years, we're wearing what our parents wore.",statement-non-opinion,statement-opinionPositive,statement-opinionPositive
2169,Let's talk about fashion.,"I loved to follow trends when I was a teenager.  I paid $150 for a super fashionable outfit, with flare leg jeans and a funky printed shirt; when I came home from college, my mom pulled an almost identical outfit out from her trunk of clothes she wore.","I love how fashion cycles repeat.  It seems as if every 20 or 30 years, we're wearing what our parents wore.",statement-non-opinion,statement-opinionPositive,statement-opinionPositive
2170,Let's talk about fashion.,"I loved to follow trends when I was a teenager.  I paid $150 for a super fashionable outfit, with flare leg jeans and a funky printed shirt; when I came home from college, my mom pulled an almost identical outfit out from her trunk of clothes she wore.",Your mom sounds super stylish.  And you are following in her foot steps.  You can go shopping in her closet.,statement-non-opinion,statement-opinionPositive,statement-opinionPositive
2170,Let's talk about fashion.,"I loved to follow trends when I was a teenager.  I paid $150 for a super fashionable outfit, with flare leg jeans and a funky printed shirt; when I came home from college, my mom pulled an almost identical outfit out from her trunk of clothes she wore.",Your mom sounds super stylish.  And you are following in her foot steps.  You can go shopping in her closet.,statement-non-opinion,statement-opinionPositive,statement-opinionPositive
2171,Let's talk about fashion.,"I loved to follow trends when I was a teenager.  I paid $150 for a super fashionable outfit, with flare leg jeans and a funky printed shirt; when I came home from college, my mom pulled an almost identical outfit out from her trunk of clothes she wore.",And where are those clothes now?  I hope you are saving them for your children in the future.  They'll love it.,statement-non-opinion,statement-opinionPositive,ynQuestion
2171,Let's talk about fashion.,"I loved to follow trends when I was a teenager.  I paid $150 for a super fashionable outfit, with flare leg jeans and a funky printed shirt; when I came home from college, my mom pulled an almost identical outfit out from her trunk of clothes she wore.",And where are those clothes now?  I hope you are saving them for your children in the future.  They'll love it.,statement-non-opinion,statement-opinionPositive,ynQuestion
2172,Let's talk about fashion.,"I loved to follow trends when I was a teenager.  I paid $150 for a super fashionable outfit, with flare leg jeans and a funky printed shirt; when I came home from college, my mom pulled an almost identical outfit out from her trunk of clothes she wore.","I don't know if it was a good look then, or a good look now.  But you could pull it off.",statement-non-opinion,statement-opinionPositive,statement-non-opinion
2172,Let's talk about fashion.,"I loved to follow trends when I was a teenager.  I paid $150 for a super fashionable outfit, with flare leg jeans and a funky printed shirt; when I came home from college, my mom pulled an almost identical outfit out from her trunk of clothes she wore.","I don't know if it was a good look then, or a good look now.  But you could pull it off.",statement-non-opinion,statement-opinionPositive,statement-non-opinion
2173,Let's talk about fashion.,Fashion keeps changing because the designers need to convince people they need to buy the latest looks so the designers can keep charging outrageous amounts for them,"Oh, I completely know exactly what you're talking about.  All of this 'evolving' of fashion at ridiculous prices is beyond annoying. The designers are always shoving some B lister down our throats in hopes that we'll feel bad enough about ourselves that we'll just go pay anything to 'look' better.",statement-non-opinion,statement-non-opinion,statement-opinionNegative
2173,Let's talk about fashion.,Fashion keeps changing because the designers need to convince people they need to buy the latest looks so the designers can keep charging outrageous amounts for them,"Oh, I completely know exactly what you're talking about.  All of this 'evolving' of fashion at ridiculous prices is beyond annoying. The designers are always shoving some B lister down our throats in hopes that we'll feel bad enough about ourselves that we'll just go pay anything to 'look' better.",statement-non-opinion,statement-non-opinion,statement-opinionNegative
